ID,rodata,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
2174,22.0,Internacional,Fluminense,Fluminense,1,4
2175,22.0,Santos,Athletico-PR,Santos,3,1
2176,22.0,Vasco,Nautico,Vasco,4,1
2177,23.0,Sao Paulo,Parana,Sao Paulo,6,0
2178,23.0,Flamengo,Sport,-,1,1
2179,23.0,America-RN,Juventude,Juventude,0,3
2180,23.0,Corinthians,Santos,Corinthians,2,0
2181,23.0,Cruzeiro,Palmeiras,Cruzeiro,5,0
2182,23.0,Athletico-PR,Atletico-MG,Athletico-PR,1,0
2183,23.0,Gremio,Botafogo-RJ,Gremio,3,0
2184,23.0,Goias,Figueirense,Goias,2,1
2185,23.0,Fluminense,Vasco,-,1,1
2186,23.0,Nautico,Internacional,-,1,1
2187,24.0,Corinthians,America-RN,Corinthians,1,0
2188,24.0,Goias,Athletico-PR,Athletico-PR,2,3
2189,24.0,Flamengo,Figueirense,Flamengo,4,1
2190,24.0,Juventude,Cruzeiro,Juventude,1,0
2191,24.0,Santos,Internacional,Santos,2,1
2192,24.0,Atletico-MG,Sao Paulo,-,0,0
2193,24.0,Gremio,Vasco,Gremio,3,1
2194,24.0,Parana,Nautico,Nautico,2,4
2195,24.0,Botafogo-RJ,Palmeiras,-,1,1
2196,24.0,Sport,Fluminense,Fluminense,0,2
2197,25.0,Figueirense,Atletico-MG,Figueirense,2,1
2198,25.0,Internacional,Flamengo,Internacional,3,0
2199,25.0,Vasco,Sao Paulo,Sao Paulo,0,2
2200,25.0,Cruzeiro,Gremio,Cruzeiro,2,0
2201,25.0,Santos,Juventude,Santos,1,0
2206,25.0,Nautico,Botafogo-RJ,Nautico,4,1
2202,25.0,Parana,Corinthians,Parana,1,0
2203,25.0,Fluminense,Athletico-PR,Fluminense,2,0
2204,25.0,America-RN,Sport,-,1,1
2205,25.0,Palmeiras,Goias,Palmeiras,2,0
2116,16.0,Flamengo,Cruzeiro,Flamengo,3,1
2207,26.0,Goias,Nautico,Nautico,0,3
2208,26.0,Fluminense,America-RN,Fluminense,2,0
2209,26.0,Sao Paulo,Santos,Sao Paulo,2,1
2210,26.0,Corinthians,Botafogo-RJ,Botafogo-RJ,0,1
2211,26.0,Athletico-PR,Palmeiras,Athletico-PR,2,1
2212,26.0,Sport,Parana,Sport,3,1
2213,26.0,Atletico-MG,Cruzeiro,Cruzeiro,3,4
2214,26.0,Figueirense,Juventude,Figueirense,4,1
2215,26.0,Flamengo,Vasco,-,1,1
2216,26.0,Gremio,Internacional,Gremio,1,0
2217,27.0,Sao Paulo,Figueirense,Sao Paulo,2,0
2218,27.0,Gremio,Santos,Gremio,1,0
2219,27.0,Goias,America-RN,-,1,1
2220,27.0,Juventude,Flamengo,-,2,2
2221,27.0,Nautico,Sport,Nautico,2,0
2222,27.0,Palmeiras,Corinthians,Palmeiras,1,0
2223,27.0,Atletico-MG,Internacional,-,2,2
2224,27.0,Athletico-PR,Parana,Athletico-PR,2,1
2225,27.0,Botafogo-RJ,Fluminense,Fluminense,0,2
2226,27.0,Vasco,Cruzeiro,Cruzeiro,0,2
2227,28.0,Nautico,Athletico-PR,Nautico,5,0
2228,28.0,Corinthians,Sport,Sport,1,2
2229,28.0,Flamengo,Atletico-MG,Flamengo,1,0
2230,28.0,Santos,Vasco,Santos,1,0
2231,28.0,Botafogo-RJ,Goias,Goias,0,3
2232,28.0,Internacional,Sao Paulo,Sao Paulo,1,2
2233,28.0,Juventude,Gremio,Gremio,1,2
2234,28.0,Cruzeiro,Figueirense,Figueirense,1,2
2235,28.0,America-RN,Palmeiras,-,0,0
2236,28.0,Parana,Fluminense,Parana,3,1
2058,29.0,Palmeiras,Nautico,Palmeiras,2,1
2059,29.0,Sport,Goias,Sport,4,0
2060,29.0,Gremio,Atletico-MG,-,2,2
2061,29.0,Vasco,Juventude,Juventude,0,1
2062,29.0,Athletico-PR,Botafogo-RJ,Athletico-PR,2,0
2063,29.0,Fluminense,Corinthians,-,1,1
2064,29.0,Cruzeiro,Santos,Santos,0,1
2056,10.0,Flamengo,Sao Paulo,Flamengo,1,0
2065,29.0,America-RN,Parana,America-RN,3,2
2066,29.0,Figueirense,Internacional,-,0,0
2237,30.0,Palmeiras,Gremio,Palmeiras,2,0
2238,30.0,Botafogo-RJ,Santos,Santos,1,2
2239,30.0,Nautico,Juventude,Nautico,4,1
2240,30.0,Sao Paulo,Corinthians,Corinthians,0,1
2241,30.0,Athletico-PR,Vasco,Athletico-PR,1,0
2242,30.0,Atletico-MG,Sport,Atletico-MG,3,1
2243,30.0,Internacional,America-RN,Internacional,2,0
2244,30.0,Goias,Cruzeiro,-,0,0
2245,30.0,Figueirense,Parana,Figueirense,4,0
2246,30.0,Flamengo,Fluminense,Fluminense,0,2
2247,31.0,Sport,Figueirense,-,0,0
2248,31.0,Cruzeiro,Nautico,-,2,2
2249,31.0,Juventude,Athletico-PR,-,0,0
2250,31.0,Corinthians,Internacional,-,1,1
2251,31.0,Parana,Flamengo,Flamengo,0,1
2252,31.0,Fluminense,Sao Paulo,-,1,1
2253,31.0,America-RN,Atletico-MG,Atletico-MG,0,1
2254,31.0,Santos,Palmeiras,-,1,1
2255,31.0,Gremio,Goias,Gremio,2,1
2256,31.0,Vasco,Botafogo-RJ,Vasco,2,1
2026,7.0,Vasco,Flamengo,Flamengo,1,2
2257,32.0,Palmeiras,Parana,Palmeiras,3,0
2258,32.0,Goias,Fluminense,Goias,5,3
2259,32.0,Botafogo-RJ,Sport,Botafogo-RJ,3,1
2260,32.0,Nautico,Corinthians,Nautico,1,0
2261,32.0,Atletico-MG,Vasco,Atletico-MG,1,0
2262,32.0,Sao Paulo,Cruzeiro,Sao Paulo,1,0
2263,32.0,Athletico-PR,America-RN,Athletico-PR,2,0
2264,32.0,Figueirense,Santos,Figueirense,1,0
2265,32.0,Internacional,Juventude,Internacional,3,0
2266,32.0,Flamengo,Gremio,Flamengo,2,0
2267,33.0,Fluminense,Atletico-MG,-,1,1
2268,33.0,Cruzeiro,Athletico-PR,-,1,1
2269,33.0,Santos,Goias,Santos,3,0
2270,33.0,Sport,Sao Paulo,Sao Paulo,1,2
2271,33.0,America-RN,Flamengo,Flamengo,0,1
2272,33.0,Gremio,Nautico,Gremio,4,3
2273,33.0,Corinthians,Figueirense,Corinthians,2,1
2274,33.0,Parana,Internacional,Parana,1,0
2275,33.0,Juventude,Botafogo-RJ,-,1,1
2276,33.0,Vasco,Palmeiras,-,2,2
2277,34.0,Athletico-PR,Gremio,Athletico-PR,2,0
2278,34.0,Figueirense,Fluminense,Fluminense,0,2
2279,34.0,Atletico-MG,Parana,-,0,0
2280,34.0,Goias,Vasco,Vasco,2,3
2281,34.0,Nautico,Santos,Santos,1,2
2282,34.0,Flamengo,Corinthians,Flamengo,2,1
2283,34.0,Sao Paulo,America-RN,Sao Paulo,3,0
2284,34.0,Botafogo-RJ,Cruzeiro,Botafogo-RJ,4,1
2285,34.0,Palmeiras,Juventude,Juventude,0,1
2286,34.0,Internacional,Sport,-,0,0
2287,35.0,Parana,Goias,Parana,1,0
2288,35.0,Fluminense,Nautico,Fluminense,2,1
2289,35.0,Gremio,Figueirense,Figueirense,1,2
2290,35.0,Santos,Atletico-MG,-,2,2
2291,35.0,Cruzeiro,Flamengo,Cruzeiro,3,1
2292,35.0,Corinthians,Athletico-PR,-,2,2
2293,35.0,America-RN,Botafogo-RJ,-,1,1
2294,35.0,Sport,Palmeiras,Sport,3,1
2295,35.0,Vasco,Internacional,Internacional,1,2
2296,35.0,Juventude,Sao Paulo,Juventude,2,0
2297,36.0,Botafogo-RJ,Parana,Botafogo-RJ,3,2
2298,36.0,Nautico,America-RN,Nautico,4,0
2299,36.0,Internacional,Cruzeiro,Internacional,1,0
2300,36.0,Goias,Corinthians,-,1,1
2301,36.0,Figueirense,Vasco,-,3,3
2302,36.0,Athletico-PR,Sport,-,0,0
2303,36.0,Atletico-MG,Juventude,Atletico-MG,4,1
2304,36.0,Sao Paulo,Gremio,Sao Paulo,1,0
2305,36.0,Flamengo,Santos,Flamengo,1,0
2306,36.0,Palmeiras,Fluminense,Palmeiras,1,0
2307,37.0,America-RN,Gremio,Gremio,0,3
2308,37.0,Fluminense,Juventude,Fluminense,3,2
2309,37.0,Sao Paulo,Botafogo-RJ,-,2,2
2310,37.0,Internacional,Palmeiras,Internacional,2,1
2311,37.0,Parana,Santos,Santos,2,3
2312,37.0,Sport,Cruzeiro,Sport,1,0
2313,37.0,Flamengo,Athletico-PR,Flamengo,2,0
2314,37.0,Atletico-MG,Goias,Atletico-MG,4,1
2315,37.0,Figueirense,Nautico,Figueirense,2,0
2316,37.0,Corinthians,Vasco,Vasco,0,1
2317,38.0,Athletico-PR,Sao Paulo,Athletico-PR,2,1
2318,38.0,Santos,Fluminense,Fluminense,2,4
2319,38.0,Nautico,Flamengo,Nautico,1,0
2320,38.0,Palmeiras,Atletico-MG,Atletico-MG,1,3
2321,38.0,Cruzeiro,America-RN,Cruzeiro,2,0
2322,38.0,Gremio,Corinthians,-,1,1
2323,38.0,Goias,Internacional,Goias,2,1
2324,38.0,Vasco,Parana,Vasco,3,0
2325,38.0,Botafogo-RJ,Figueirense,-,1,1
2326,38.0,Juventude,Sport,Juventude,2,1
2327,1.0,Nautico,Goias,Nautico,2,1
2328,1.0,Sao Paulo,Gremio,Gremio,0,1
2329,1.0,Vitoria,Cruzeiro,Cruzeiro,0,2
2330,1.0,Coritiba,Palmeiras,Coritiba,2,0
2331,1.0,Internacional,Vasco,Internacional,1,0
2332,1.0,Botafogo-RJ,Sport,Botafogo-RJ,2,0
2333,1.0,Ipatinga,Athletico-PR,Athletico-PR,0,1
2334,1.0,Portuguesa,Figueirense,-,5,5
2335,1.0,Atletico-MG,Fluminense,-,0,0
2336,1.0,Flamengo,Santos,Flamengo,3,1
2337,2.0,Cruzeiro,Botafogo-RJ,Cruzeiro,1,0
2338,2.0,Sport,Vitoria,-,0,0
2339,2.0,Vasco,Portuguesa,Vasco,3,1
2340,2.0,Gremio,Flamengo,-,0,0
2341,2.0,Athletico-PR,Sao Paulo,-,1,1
2342,2.0,Fluminense,Nautico,Nautico,0,2
2343,2.0,Goias,Atletico-MG,-,1,1
2344,2.0,Figueirense,Coritiba,Figueirense,2,1
2345,2.0,Palmeiras,Internacional,Palmeiras,2,1
2346,2.0,Santos,Ipatinga,Santos,4,0
2347,3.0,Gremio,Nautico,Gremio,2,0
2348,3.0,Flamengo,Internacional,Flamengo,2,1
2349,3.0,Vitoria,Figueirense,Vitoria,4,0
2350,3.0,Cruzeiro,Santos,Cruzeiro,4,0
2351,3.0,Sao Paulo,Coritiba,-,1,1
2352,3.0,Sport,Fluminense,Sport,2,1
2353,3.0,Goias,Ipatinga,-,1,1
2354,3.0,Athletico-PR,Atletico-MG,-,1,1
2355,3.0,Portuguesa,Palmeiras,-,1,1
2356,3.0,Botafogo-RJ,Vasco,-,1,1
2357,4.0,Vasco,Gremio,Vasco,2,1
2358,4.0,Internacional,Sport,-,1,1
2359,4.0,Figueirense,Goias,-,0,0
2360,4.0,Santos,Sao Paulo,-,0,0
2361,4.0,Coritiba,Cruzeiro,-,1,1
2362,4.0,Nautico,Botafogo-RJ,Nautico,3,0
2363,4.0,Ipatinga,Vitoria,Ipatinga,2,0
2364,4.0,Palmeiras,Athletico-PR,Palmeiras,1,0
2365,4.0,Atletico-MG,Portuguesa,Atletico-MG,2,0
2366,4.0,Fluminense,Flamengo,Flamengo,0,1
2367,5.0,Sao Paulo,Atletico-MG,Sao Paulo,5,1
2368,5.0,Flamengo,Figueirense,Flamengo,5,0
2369,5.0,Ipatinga,Nautico,-,0,0
2370,5.0,Portuguesa,Internacional,Portuguesa,3,1
2371,5.0,Gremio,Fluminense,Gremio,2,1
2372,5.0,Sport,Palmeiras,Sport,2,0
2373,5.0,Athletico-PR,Goias,Athletico-PR,5,0
2374,5.0,Botafogo-RJ,Coritiba,Botafogo-RJ,2,1
2375,5.0,Cruzeiro,Vasco,Cruzeiro,1,0
2376,5.0,Vitoria,Santos,Vitoria,1,0
2377,6.0,Fluminense,Santos,-,1,1
2378,6.0,Palmeiras,Cruzeiro,Palmeiras,5,2
2379,6.0,Atletico-MG,Ipatinga,Atletico-MG,4,2
2380,6.0,Flamengo,Sao Paulo,Sao Paulo,2,4
2381,6.0,Internacional,Botafogo-RJ,Internacional,2,1
2382,6.0,Figueirense,Sport,Figueirense,3,1
2383,6.0,Portuguesa,Athletico-PR,Portuguesa,1,0
2384,6.0,Coritiba,Vitoria,-,0,0
2385,6.0,Nautico,Vasco,-,1,1
2386,6.0,Goias,Gremio,Gremio,0,3
2387,7.0,Botafogo-RJ,Portuguesa,Portuguesa,0,1
2388,7.0,Sao Paulo,Sport,Sao Paulo,1,0
2389,7.0,Cruzeiro,Figueirense,Cruzeiro,3,0
2390,7.0,Coritiba,Fluminense,Coritiba,2,1
2391,7.0,Ipatinga,Flamengo,Flamengo,1,3
2392,7.0,Vitoria,Internacional,Vitoria,2,1
2393,7.0,Vasco,Palmeiras,Palmeiras,0,2
2394,7.0,Gremio,Athletico-PR,Gremio,3,0
2395,7.0,Santos,Goias,Goias,0,4
2396,7.0,Nautico,Atletico-MG,Nautico,2,1
2397,8.0,Vasco,Ipatinga,Vasco,4,2
2398,8.0,Vitoria,Goias,Vitoria,3,0
2399,8.0,Portuguesa,Santos,-,0,0
2400,8.0,Cruzeiro,Sao Paulo,-,1,1
2401,8.0,Figueirense,Atletico-MG,-,1,1
2402,8.0,Sport,Flamengo,Flamengo,1,2
2403,8.0,Athletico-PR,Coritiba,-,1,1
2404,8.0,Gremio,Internacional,-,1,1
2405,8.0,Fluminense,Botafogo-RJ,-,0,0
2406,8.0,Palmeiras,Nautico,Palmeiras,2,0
2407,9.0,Sport,Cruzeiro,Sport,1,0
2408,9.0,Athletico-PR,Santos,Athletico-PR,1,0
2409,9.0,Flamengo,Nautico,Flamengo,3,0
2410,9.0,Figueirense,Vasco,Figueirense,2,1
2411,9.0,Portuguesa,Vitoria,Vitoria,1,2
2412,9.0,Atletico-MG,Palmeiras,-,1,1
2413,9.0,Internacional,Coritiba,Internacional,3,0
2414,9.0,Botafogo-RJ,Gremio,Botafogo-RJ,2,0
2415,9.0,Sao Paulo,Ipatinga,-,1,1
2416,9.0,Goias,Fluminense,Goias,1,0
2417,11.0,Sao Paulo,Palmeiras,Sao Paulo,2,1
2418,11.0,Cruzeiro,Atletico-MG,Cruzeiro,2,1
2419,11.0,Athletico-PR,Internacional,-,1,1
2420,11.0,Santos,Botafogo-RJ,-,2,2
2421,11.0,Ipatinga,Figueirense,Figueirense,0,1
2422,11.0,Gremio,Portuguesa,Gremio,2,1
2423,11.0,Nautico,Sport,Sport,0,2
2424,11.0,Flamengo,Vasco,Flamengo,3,1
2427,10.0,Internacional,Goias,Internacional,1,0
2428,10.0,Coritiba,Portuguesa,Coritiba,4,0
2429,10.0,Fluminense,Athletico-PR,Fluminense,3,0
2430,10.0,Vitoria,Botafogo-RJ,Vitoria,5,2
2431,10.0,Atletico-MG,Flamengo,-,1,1
2432,10.0,Santos,Gremio,-,1,1
2433,10.0,Nautico,Sao Paulo,Nautico,2,1
2434,10.0,Palmeiras,Figueirense,-,1,1
2435,10.0,Ipatinga,Cruzeiro,-,2,2
2436,10.0,Vasco,Sport,Vasco,4,0
2425,11.0,Fluminense,Vitoria,Fluminense,2,1
2426,11.0,Goias,Coritiba,-,2,2
2437,12.0,Sport,Gremio,-,2,2
2438,12.0,Botafogo-RJ,Ipatinga,Botafogo-RJ,4,0
2439,12.0,Figueirense,Santos,Figueirense,3,0
2440,12.0,Portuguesa,Nautico,Portuguesa,3,2
2441,12.0,Cruzeiro,Athletico-PR,Cruzeiro,1,0
2442,12.0,Palmeiras,Fluminense,Palmeiras,3,1
2443,12.0,Vitoria,Sao Paulo,Sao Paulo,1,3
2444,12.0,Vasco,Goias,-,1,1
2445,12.0,Internacional,Atletico-MG,Internacional,1,0
2446,12.0,Coritiba,Flamengo,Coritiba,1,0
2447,14.0,Palmeiras,Santos,Palmeiras,4,2
2448,14.0,Figueirense,Gremio,Gremio,1,7
2449,14.0,Sport,Athletico-PR,Sport,1,0
2457,13.0,Ipatinga,Portuguesa,Ipatinga,4,1
2458,13.0,Fluminense,Figueirense,Fluminense,1,0
2459,13.0,Gremio,Cruzeiro,Gremio,1,0
2460,13.0,Athletico-PR,Vasco,Athletico-PR,3,1
2461,13.0,Goias,Palmeiras,Goias,3,2
2462,13.0,Santos,Sport,Santos,1,0
2463,13.0,Nautico,Internacional,-,1,1
2464,13.0,Flamengo,Vitoria,Vitoria,0,1
2465,13.0,Sao Paulo,Botafogo-RJ,Sao Paulo,2,1
2466,13.0,Atletico-MG,Coritiba,Atletico-MG,3,2
2450,14.0,Coritiba,Ipatinga,Coritiba,1,0
2451,14.0,Cruzeiro,Goias,Goias,0,1
2452,14.0,Vitoria,Nautico,Vitoria,2,0
2453,14.0,Vasco,Fluminense,-,3,3
2454,14.0,Internacional,Sao Paulo,Internacional,2,0
2455,14.0,Portuguesa,Flamengo,-,2,2
2456,14.0,Botafogo-RJ,Atletico-MG,Botafogo-RJ,4,0
2467,15.0,Nautico,Coritiba,Coritiba,1,2
2468,15.0,Ipatinga,Internacional,Ipatinga,1,0
2469,15.0,Fluminense,Cruzeiro,Cruzeiro,1,3
2470,15.0,Santos,Vasco,Santos,5,2
2471,15.0,Gremio,Palmeiras,-,1,1
2472,15.0,Athletico-PR,Figueirense,-,0,0
2473,15.0,Goias,Sport,Sport,1,2
2474,15.0,Atletico-MG,Vitoria,Atletico-MG,2,1
2475,15.0,Flamengo,Botafogo-RJ,-,0,0
2476,15.0,Sao Paulo,Portuguesa,Sao Paulo,3,1
2477,16.0,Cruzeiro,Nautico,Cruzeiro,4,2
2478,16.0,Vitoria,Athletico-PR,Vitoria,2,1
2479,16.0,Portuguesa,Fluminense,Portuguesa,3,1
2480,16.0,Botafogo-RJ,Goias,Botafogo-RJ,2,0
2481,16.0,Palmeiras,Flamengo,Palmeiras,1,0
2482,16.0,Figueirense,Sao Paulo,-,1,1
2483,16.0,Internacional,Santos,Santos,0,1
2484,16.0,Sport,Ipatinga,Sport,3,1
2485,16.0,Vasco,Atletico-MG,Vasco,6,1
2486,16.0,Coritiba,Gremio,Gremio,0,1
2487,17.0,Goias,Portuguesa,Goias,4,0
2488,17.0,Nautico,Figueirense,Figueirense,1,2
2489,17.0,Fluminense,Internacional,Internacional,1,2
2490,17.0,Gremio,Vitoria,Gremio,2,0
2491,17.0,Ipatinga,Palmeiras,Palmeiras,1,2
2492,17.0,Flamengo,Cruzeiro,Cruzeiro,1,2
2493,17.0,Sao Paulo,Vasco,Sao Paulo,4,0
2494,17.0,Santos,Coritiba,Coritiba,1,3
2495,17.0,Atletico-MG,Sport,Atletico-MG,2,1
2496,17.0,Athletico-PR,Botafogo-RJ,Botafogo-RJ,0,3
2497,18.0,Gremio,Ipatinga,Gremio,1,0
2498,18.0,Vasco,Coritiba,Coritiba,0,2
2499,18.0,Athletico-PR,Nautico,Athletico-PR,2,0
2500,18.0,Sport,Portuguesa,Sport,2,0
2501,18.0,Santos,Atletico-MG,Atletico-MG,2,3
2502,18.0,Goias,Flamengo,Goias,2,1
2503,18.0,Fluminense,Sao Paulo,Fluminense,3,1
2504,18.0,Palmeiras,Vitoria,Palmeiras,3,0
2505,18.0,Figueirense,Botafogo-RJ,Botafogo-RJ,1,2
2506,18.0,Cruzeiro,Internacional,Cruzeiro,2,0
2507,19.0,Flamengo,Athletico-PR,Flamengo,1,0
2508,19.0,Sao Paulo,Goias,Sao Paulo,2,1
2509,19.0,Atletico-MG,Gremio,Gremio,0,4
2510,19.0,Coritiba,Sport,Coritiba,3,0
2511,19.0,Vitoria,Vasco,Vitoria,5,0
2512,19.0,Portuguesa,Cruzeiro,Portuguesa,2,1
2513,19.0,Botafogo-RJ,Palmeiras,Botafogo-RJ,1,0
2514,19.0,Ipatinga,Fluminense,Ipatinga,2,1
2515,19.0,Nautico,Santos,Nautico,1,0
2516,19.0,Internacional,Figueirense,-,1,1
2517,20.0,Athletico-PR,Ipatinga,Athletico-PR,5,0
2518,20.0,Figueirense,Portuguesa,Figueirense,2,1
2519,20.0,Cruzeiro,Vitoria,Cruzeiro,2,1
2520,20.0,Gremio,Sao Paulo,Gremio,1,0
2521,20.0,Santos,Flamengo,-,2,2
2522,20.0,Vasco,Internacional,Vasco,4,0
2523,20.0,Goias,Nautico,Goias,3,0
2524,20.0,Fluminense,Atletico-MG,Fluminense,1,0
2525,20.0,Sport,Botafogo-RJ,Botafogo-RJ,0,1
2526,20.0,Palmeiras,Coritiba,Palmeiras,1,0
2527,21.0,Vitoria,Sport,-,0,0
2528,21.0,Coritiba,Figueirense,Coritiba,3,0
2529,21.0,Botafogo-RJ,Cruzeiro,Botafogo-RJ,1,0
2530,21.0,Sao Paulo,Athletico-PR,Sao Paulo,3,1
2531,21.0,Internacional,Palmeiras,Internacional,4,1
2532,21.0,Nautico,Fluminense,Fluminense,1,3
2533,21.0,Ipatinga,Santos,-,1,1
2534,21.0,Portuguesa,Vasco,Vasco,0,1
2535,21.0,Atletico-MG,Goias,-,1,1
2536,21.0,Flamengo,Gremio,Flamengo,2,1
2537,22.0,Fluminense,Sport,-,1,1
2538,22.0,Figueirense,Vitoria,Vitoria,1,2
2539,22.0,Coritiba,Sao Paulo,-,2,2
2540,22.0,Palmeiras,Portuguesa,Palmeiras,4,2
2541,22.0,Internacional,Flamengo,-,1,1
2542,22.0,Santos,Cruzeiro,Santos,2,0
2543,22.0,Ipatinga,Goias,Ipatinga,1,0
2544,22.0,Vasco,Botafogo-RJ,-,1,1
2545,22.0,Atletico-MG,Athletico-PR,Atletico-MG,4,0
2546,22.0,Nautico,Gremio,-,1,1
2547,23.0,Goias,Figueirense,Goias,2,0
2548,23.0,Vitoria,Ipatinga,-,0,0
2549,23.0,Botafogo-RJ,Nautico,-,1,1
2550,23.0,Gremio,Vasco,Gremio,2,1
2551,23.0,Sport,Internacional,Sport,1,0
2552,23.0,Athletico-PR,Palmeiras,Palmeiras,1,2
2553,23.0,Sao Paulo,Santos,-,0,0
2554,23.0,Portuguesa,Atletico-MG,-,1,1
2555,23.0,Cruzeiro,Coritiba,-,1,1
2556,23.0,Flamengo,Fluminense,-,2,2
2557,24.0,Goias,Athletico-PR,Goias,4,0
2558,24.0,Santos,Vitoria,Santos,2,0
2559,24.0,Figueirense,Flamengo,Flamengo,2,3
2560,24.0,Atletico-MG,Sao Paulo,-,1,1
2561,24.0,Palmeiras,Sport,Sport,0,3
2562,24.0,Vasco,Cruzeiro,Cruzeiro,1,3
2563,24.0,Internacional,Portuguesa,Internacional,1,0
2564,24.0,Fluminense,Gremio,-,0,0
2565,24.0,Nautico,Ipatinga,Nautico,2,0
2566,24.0,Coritiba,Botafogo-RJ,Botafogo-RJ,0,1
2567,25.0,Gremio,Goias,Goias,1,2
2568,25.0,Athletico-PR,Portuguesa,Athletico-PR,2,0
2569,25.0,Ipatinga,Atletico-MG,Ipatinga,3,2
2570,25.0,Cruzeiro,Palmeiras,Palmeiras,0,1
2571,25.0,Sao Paulo,Flamengo,Sao Paulo,2,0
2572,25.0,Sport,Figueirense,Sport,5,0
2573,25.0,Vasco,Nautico,Nautico,1,3
2574,25.0,Santos,Fluminense,Santos,2,1
2575,25.0,Vitoria,Coritiba,Vitoria,1,0
2576,25.0,Botafogo-RJ,Internacional,Internacional,1,2
2577,26.0,Goias,Santos,Goias,4,1
2578,26.0,Fluminense,Coritiba,Coritiba,2,3
2579,26.0,Atletico-MG,Nautico,Atletico-MG,2,1
2580,26.0,Sport,Sao Paulo,-,0,0
2581,26.0,Athletico-PR,Gremio,-,0,0
2582,26.0,Portuguesa,Botafogo-RJ,Portuguesa,3,1
2583,26.0,Figueirense,Cruzeiro,Cruzeiro,3,4
2584,26.0,Palmeiras,Vasco,Palmeiras,2,0
2585,26.0,Internacional,Vitoria,Internacional,1,0
2586,26.0,Flamengo,Ipatinga,Flamengo,1,0
2587,27.0,Goias,Vitoria,Goias,3,0
2588,27.0,Flamengo,Sport,Flamengo,2,1
2589,27.0,Atletico-MG,Figueirense,-,0,0
2590,27.0,Coritiba,Athletico-PR,-,1,1
2591,27.0,Nautico,Palmeiras,-,0,0
2592,27.0,Sao Paulo,Cruzeiro,Sao Paulo,2,0
2593,27.0,Ipatinga,Vasco,Ipatinga,3,1
2594,27.0,Internacional,Gremio,Internacional,4,1
2595,27.0,Santos,Portuguesa,-,1,1
2596,27.0,Botafogo-RJ,Fluminense,-,1,1
2597,28.0,Fluminense,Goias,-,1,1
2598,28.0,Vitoria,Portuguesa,Vitoria,3,1
2599,28.0,Cruzeiro,Sport,Cruzeiro,1,0
2600,28.0,Gremio,Botafogo-RJ,Gremio,2,1
2601,28.0,Ipatinga,Sao Paulo,Sao Paulo,1,3
2602,28.0,Palmeiras,Atletico-MG,Palmeiras,3,1
2603,28.0,Nautico,Flamengo,Flamengo,0,2
2604,28.0,Santos,Athletico-PR,Santos,4,0
2605,28.0,Coritiba,Internacional,Coritiba,4,2
2606,28.0,Vasco,Figueirense,Figueirense,2,4
2607,29.0,Gremio,Santos,Gremio,2,0
2608,29.0,Sport,Vasco,-,2,2
2609,29.0,Figueirense,Palmeiras,-,0,0
2610,29.0,Botafogo-RJ,Vitoria,Botafogo-RJ,3,1
2611,29.0,Sao Paulo,Nautico,Sao Paulo,1,0
2612,29.0,Cruzeiro,Ipatinga,Cruzeiro,1,0
2613,29.0,Goias,Internacional,-,1,1
2614,29.0,Portuguesa,Coritiba,-,0,0
2615,29.0,Athletico-PR,Fluminense,Fluminense,1,3
2616,29.0,Flamengo,Atletico-MG,Atletico-MG,0,3
2617,30.0,Botafogo-RJ,Santos,Santos,0,1
2618,30.0,Internacional,Athletico-PR,Internacional,2,1
2619,30.0,Figueirense,Ipatinga,-,1,1
2620,30.0,Palmeiras,Sao Paulo,-,2,2
2621,30.0,Vitoria,Fluminense,-,2,2
2622,30.0,Coritiba,Goias,-,1,1
2623,30.0,Atletico-MG,Cruzeiro,Cruzeiro,0,2
2624,30.0,Portuguesa,Gremio,Portuguesa,2,0
2625,30.0,Sport,Nautico,-,2,2
2626,30.0,Vasco,Flamengo,Flamengo,0,1
2627,31.0,Goias,Vasco,Vasco,2,4
2628,31.0,Gremio,Sport,Gremio,1,0
2629,31.0,Flamengo,Coritiba,Flamengo,5,0
2630,31.0,Sao Paulo,Vitoria,Sao Paulo,2,1
2631,31.0,Fluminense,Palmeiras,Fluminense,3,0
2632,31.0,Ipatinga,Botafogo-RJ,Botafogo-RJ,0,3
2633,31.0,Santos,Figueirense,Santos,3,0
2634,31.0,Athletico-PR,Cruzeiro,Athletico-PR,1,0
2635,31.0,Nautico,Portuguesa,-,1,1
2636,31.0,Atletico-MG,Internacional,-,2,2
2637,32.0,Portuguesa,Ipatinga,Portuguesa,2,0
2638,32.0,Coritiba,Atletico-MG,Coritiba,2,1
2639,32.0,Internacional,Nautico,-,1,1
2640,32.0,Palmeiras,Goias,Palmeiras,1,0
2641,32.0,Botafogo-RJ,Sao Paulo,Sao Paulo,1,2
2642,32.0,Cruzeiro,Gremio,Cruzeiro,3,0
2643,32.0,Vitoria,Flamengo,-,0,0
2644,32.0,Sport,Santos,-,1,1
2645,32.0,Vasco,Athletico-PR,-,2,2
2647,33.0,Flamengo,Portuguesa,-,2,2
2648,33.0,Nautico,Vitoria,Nautico,1,0
2649,33.0,Ipatinga,Coritiba,Ipatinga,2,0
2650,33.0,Santos,Palmeiras,Palmeiras,1,2
2651,33.0,Goias,Cruzeiro,Goias,3,0
2652,33.0,Athletico-PR,Sport,Athletico-PR,1,0
